a,g,ga,game_id,is_goalie,mins,number,pim,plus_minus,pos,shots,skater,svs,team_id,team_name,team_side
0,0,,1027977,0,0:00,7,0,0,D,1,Simon Lundmark,,324,Syracuse Crunch,home
0,0,,1027977,0,0:00,8,0,0,D,1,Tommy Miller,,324,Syracuse Crunch,home
0,0,,1027977,0,0:00,9,0,0,C,2,Wojciech Stachowiak,,324,Syracuse Crunch,home
0,0,,1027977,0,0:00,11,2,0,C,2,Lucas Mercuri,,324,Syracuse Crunch,home
0,0,,1027977,0,0:00,13,0,-1,LW,1,Brendan Furry,,324,Syracuse Crunch,home
0,0,,1027977,0,0:00,14,0,-1,LW,1,Tristan Allard,,324,Syracuse Crunch,home
0,0,,1027977,0,0:00,16,0,-1,D,1,Steven Santini,,324,Syracuse Crunch,home
0,0,,1027977,0,0:00,20,0,0,RW,2,Cooper Flinton,,324,Syracuse Crunch,home
1,0,,1027977,0,0:00,21,2,0,RW,0,Mitchell Chaffee,,324,Syracuse Crunch,home
0,0,,1027977,0,0:00,23,0,-1,D,3,Maxim Groshev,,324,Syracuse Crunch,home
0,0,,1027977,0,0:00,25,0,0,LW,0,Dylan Duke,,324,Syracuse Crunch,home
0,1,,1027977,0,0:00,72,2,0,D,5,Declan Carlile,,324,Syracuse Crunch,home
0,0,,1027977,0,0:00,75,0,0,D,0,Matteo Pietroniro,,324,Syracuse Crunch,home
0,0,,1027977,0,0:00,79,0,0,RW,0,Ethan Gauthier,,324,Syracuse Crunch,home
0,0,,1027977,0,0:00,80,0,0,LW,3,Nick Abruzzese,,324,Syracuse Crunch,home
0,0,,1027977,0,0:00,88,0,0,RW,1,Niko Huuhtanen,,324,Syracuse Crunch,home
1,0,,1027977,0,0:00,94,2,-1,C,0,Conor Geekie,,324,Syracuse Crunch,home
0,0,,1027977,0,0:00,95,0,0,C,0,Gabriel Szturc,,324,Syracuse Crunch,home
0,0,2,1027977,1,57:01,31,0,0,G,,Brandon Halverson,19,324,Syracuse Crunch,home
0,0,0,1027977,1,,59,0,0,G,,Ryan Fanti,0,324,Syracuse Crunch,home
0,0,,1027977,0,0:00,2,0,0,D,0,Cam Allen,,319,Hershey Bears,away
0,0,,1027977,0,0:00,5,0,1,D,0,Ryan Chesley,,319,Hershey Bears,away
0,0,,1027977,0,0:00,6,4,0,D,0,Corey Schueneman,,319,Hershey Bears,away
0,0,,1027977,0,0:00,7,0,0,D,2,Louie Belpedio,,319,Hershey Bears,away
0,0,,1027977,0,0:00,11,0,0,C,0,Spencer Smallman,,319,Hershey Bears,away
0,0,,1027977,0,0:00,12,0,0,C,0,Henrik Rybinski,,319,Hershey Bears,away
0,0,,1027977,0,0:00,19,0,0,C,0,Grant Cruikshank,,319,Hershey Bears,away
0,1,,1027977,0,0:00,20,0,1,LW,5,Andrew Cristall,,319,Hershey Bears,away
0,0,,1027977,0,0:00,23,0,0,RW,0,Brett Leason,,319,Hershey Bears,away
0,0,,1027977,0,0:00,27,2,1,D,1,Aaron Ness,,319,Hershey Bears,away
0,0,,1027977,0,0:00,32,0,0,LW,0,Justin Nachbaur,,319,Hershey Bears,away
0,0,,1027977,0,0:00,37,0,0,LW,0,Dalton Smith,,319,Hershey Bears,away
1,1,,1027977,0,0:00,40,2,1,C,4,Ilya Protas,,319,Hershey Bears,away
0,0,,1027977,0,0:00,43,0,0,F,1,Sam Bitten,,319,Hershey Bears,away
1,0,,1027977,0,0:00,44,2,1,RW,4,Bogdan Trineyev,,319,Hershey Bears,away
0,0,,1027977,0,0:00,45,0,0,RW,3,Matt Strome,,319,Hershey Bears,away
0,0,,1027977,0,0:00,47,2,0,D,0,Jon McDonald,,319,Hershey Bears,away
1,0,,1027977,0,0:00,92,0,0,LW,1,Graeme Clarke,,319,Hershey Bears,away
0,0,0,1027977,1,,1,0,0,G,,Garin Bjorklund,0,319,Hershey Bears,away
0,0,1,1027977,1,59:23,31,0,0,G,,Clay Stevenson,22,319,Hershey Bears,away
